CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
8,X,09-12,SPEC ED,ENGLISH,English 10,-,150,12,12.5
8,X,09-12,SPEC ED,ENGLISH,English 11,-,101,8,12.6
8,X,09-12,SPEC ED,ENGLISH,English 12,-,38,4,9.5
8,X,09-12,SPEC ED,ENGLISH,MS English Core,-,92,7,13.1
8,X,09-12,SPEC ED,ENGLISH,Other English,-,96,9,10.7
8,X,09-12,SPEC ED,MATH,Integrated Algebra,-,282,23,12.3
8,X,09-12,SPEC ED,MATH,Geometry,-,152,11,13.8
8,X,09-12,SPEC ED,MATH,Trigonometry,-,11,1,11
8,X,09-12,SPEC ED,SCIENCE,Earth Science,-,99,7,14.1
8,X,09-12,SPEC ED,SCIENCE,Living Environment,-,158,13,12.2
8,X,09-12,SPEC ED,SCIENCE,Other Science,-,183,13,14.1
8,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,382,31,12.3
8,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,63,5,12.6
8,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,28,2,14
8,X,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,18,1,18
9,X,0K,GEN ED,-,-,-,2404,110,21.9
9,X,0K,CTT,-,-,-,356,17,20.9
9,X,01,GEN ED,-,-,-,2538,111,22.9
9,X,01,CTT,-,-,-,351,17,20.6
9,X,02,GEN ED,-,-,-,2474,113,21.9
9,X,02,CTT,-,-,-,377,18,20.9
9,X,03,GEN ED,-,-,-,2369,107,22.1
9,X,03,CTT,-,-,-,312,14,22.3
9,X,04,GEN ED,-,-,-,2165,93,23.3
9,X,04,CTT,-,-,-,343,16,21.4
9,X,04,G&T,-,-,-,40,2,20
9,X,05,GEN ED,-,-,-,2202,100,22
9,X,05,CTT,-,-,-,234,10,23.4
9,X,06,GEN ED,-,-,-,2345,98,23.9
9,X,06,CTT,-,-,-,261,12,21.8
9,X,07,GEN ED,-,-,-,2233,87,25.7
9,X,07,CTT,-,-,-,379,16,23.7
9,X,08,GEN ED,-,-,-,2355,87,27.1
9,X,08,CTT,-,-,-,332,15,22.1
9,X,0K-09,SPEC ED,-,-,12:1,591,57,10.4
9,X,0K-09,SPEC ED,-,-,12:1:1,1170,111,10.5
9,X,MS Core,GEN ED,ENGLISH,MS English Core,-,7084,283,25
9,X,MS Core,GEN ED,MATH,MS Math Core,-,7341,291,25.2
9,X,MS Core,GEN ED,MATH,Integrated Algebra,-,348,13,26.8
9,X,MS Core,GEN ED,MATH,Other Math,-,71,3,23.7
9,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,6585,261,25.2
9,X,MS Core,GEN ED,SCIENCE,Earth Science,-,18,1,18
9,X,MS Core,GEN ED,SCIENCE,Living Environment,-,338,13,26
9,X,MS Core,GEN ED,SCIENCE,Physics,-,80,4,20
9,X,MS Core,GEN ED,SCIENCE,Other Science,-,28,1,28
9,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,6569,263,25
9,X,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,199,8,24.9
9,X,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,195,8,24.4
9,X,MS Core,GEN ED,SOCIAL STUDIES,Economics,-,24,1,24
9,X,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,212,8,26.5
9,X,MS Core,CTT,ENGLISH,MS English Core,-,954,42,22.7
9,X,MS Core,CTT,MATH,MS Math Core,-,771,35,22
9,X,MS Core,CTT,SCIENCE,MS Science Core,-,751,33,22.8
9,X,MS Core,CTT,SCIENCE,Living Environment,-,27,1,27
9,X,MS Core,CTT,SCIENCE,Other Science,-,26,1,26
9,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,659,30,22
9,X,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,52,2,26
9,X,MS Core,CTT,SOCIAL STUDIES,Economics,-,27,1,27
9,X,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,25,1,25
9,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,454,45,10.1
9,X,MS Core,SPEC ED,MATH,MS Math Core,-,448,45,10
9,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,437,44,9.9
9,X,MS Core,SPEC ED,SCIENCE,Living Environment,-,21,2,10.5
9,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,451,45,10
9,X,09-12,GEN ED,ENGLISH,English 9,-,1580,70,22.6
9,X,09-12,GEN ED,ENGLISH,English 10,-,1582,65,24.3
9,X,09-12,GEN ED,ENGLISH,English 11,-,1454,61,23.8
9,X,09-12,GEN ED,ENGLISH,English 12,-,1687,71,23.8
9,X,09-12,GEN ED,ENGLISH,MS English Core,-,320,13,24.6
10,X,05,GEN ED,-,-,-,3391,128,26.5
9,X,09-12,GEN ED,ENGLISH,Other English,-,3365,146,23
9,X,09-12,GEN ED,MATH,Integrated Algebra,-,2729,123,22.2
9,X,09-12,GEN ED,MATH,Geometry,-,1413,56,25.2
9,X,09-12,GEN ED,MATH,Trigonometry,-,811,32,25.3
9,X,09-12,GEN ED,MATH,Math A,-,521,20,26.1
9,X,09-12,GEN ED,MATH,Math B,-,53,2,26.5
9,X,09-12,GEN ED,MATH,Other Math,-,491,23,21.3
9,X,09-12,GEN ED,SCIENCE,Earth Science,-,1955,87,22.5
9,X,09-12,GEN ED,SCIENCE,Living Environment,-,2815,118,23.9
9,X,09-12,GEN ED,SCIENCE,Chemistry,-,1111,44,25.3
9,X,09-12,GEN ED,SCIENCE,Physics,-,545,25,21.8
9,X,09-12,GEN ED,SCIENCE,Other Science,-,1513,69,21.9
9,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,3690,154,24
9,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2043,80,25.5
9,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,542,23,23.6
9,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1108,43,25.8
9,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1134,46,24.7
9,X,09-12,CTT,ENGLISH,English 9,-,477,20,23.9
9,X,09-12,CTT,ENGLISH,English 10,-,255,9,28.3
9,X,09-12,CTT,ENGLISH,English 11,-,219,8,27.4
9,X,09-12,CTT,ENGLISH,English 12,-,197,8,24.6
9,X,09-12,CTT,ENGLISH,MS English Core,-,83,3,27.7
9,X,09-12,CTT,ENGLISH,Other English,-,472,23,20.5
9,X,09-12,CTT,MATH,Integrated Algebra,-,773,31,24.9
9,X,09-12,CTT,MATH,Geometry,-,279,10,27.9
9,X,09-12,CTT,MATH,Trigonometry,-,81,3,27
9,X,09-12,CTT,MATH,Math A,-,102,4,25.5
9,X,09-12,CTT,MATH,Other Math,-,29,1,29
9,X,09-12,CTT,SCIENCE,Earth Science,-,290,11,26.4
9,X,09-12,CTT,SCIENCE,Living Environment,-,908,32,28.4
9,X,09-12,CTT,SCIENCE,Chemistry,-,108,4,27
9,X,09-12,CTT,SCIENCE,Physics,-,51,2,25.5
9,X,09-12,CTT,SCIENCE,Other Science,-,570,21,27.1
9,X,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,909,35,26
9,X,09-12,CTT,SOCIAL STUDIES,US History & Government,-,320,11,29.1
9,X,09-12,CTT,SOCIAL STUDIES,Economics,-,65,3,21.7
9,X,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,70,3,23.3
9,X,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,306,11,27.8
9,X,09-12,SPEC ED,ENGLISH,English 9,-,168,14,12
9,X,09-12,SPEC ED,ENGLISH,English 10,-,57,5,11.4
9,X,09-12,SPEC ED,ENGLISH,English 11,-,15,1,15
9,X,09-12,SPEC ED,ENGLISH,English 12,-,41,4,10.3
9,X,09-12,SPEC ED,ENGLISH,Other English,-,231,20,11.6
9,X,09-12,SPEC ED,MATH,Integrated Algebra,-,232,17,13.6
9,X,09-12,SPEC ED,MATH,Geometry,-,10,1,10
9,X,09-12,SPEC ED,MATH,Math A,-,23,2,11.5
9,X,09-12,SPEC ED,SCIENCE,Earth Science,-,45,4,11.3
9,X,09-12,SPEC ED,SCIENCE,Living Environment,-,169,14,12.1
9,X,09-12,SPEC ED,SCIENCE,Other Science,-,31,2,15.5
9,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,165,13,12.7
9,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,72,6,12
9,X,09-12,SPEC ED,SOCIAL STUDIES,Economics,-,12,1,12
9,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,10,1,10
9,X,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,21,2,10.5
10,X,0K,GEN ED,-,-,-,3511,152,23.1
10,X,0K,CTT,-,-,-,566,26,21.8
10,X,0K,G&T,-,-,-,40,2,20
10,X,01,GEN ED,-,-,-,3604,154,23.4
10,X,01,CTT,-,-,-,435,20,21.8
10,X,01,G&T,-,-,-,50,3,16.7
10,X,02,GEN ED,-,-,-,3420,143,23.9
10,X,02,CTT,-,-,-,422,19,22.2
10,X,02,G&T,-,-,-,48,2,24
10,X,03,GEN ED,-,-,-,3216,131,24.5
10,X,03,CTT,-,-,-,401,18,22.3
10,X,03,G&T,-,-,-,28,1,28
10,X,04,GEN ED,-,-,-,3314,130,25.5
10,X,04,CTT,-,-,-,366,15,24.4
10,X,05,CTT,-,-,-,258,11,23.5
10,X,06,GEN ED,-,-,-,2843,104,27.3
10,X,06,CTT,-,-,-,447,20,22.4
10,X,06,G&T,-,-,-,166,6,27.7
10,X,07,GEN ED,-,-,-,2799,101,27.7
10,X,07,CTT,-,-,-,372,15,24.8
10,X,07,G&T,-,-,-,205,7,29.3
10,X,08,GEN ED,-,-,-,2984,108,27.6
10,X,08,CTT,-,-,-,328,14,23.4
10,X,08,G&T,-,-,-,190,7,27.1
10,X,0K-09,SPEC ED,-,-,12:1,736,66,11.2
10,X,0K-09,SPEC ED,-,-,12:1:1,1894,183,10.3
10,X,MS Core,GEN ED,ENGLISH,MS English Core,-,7755,306,25.3
10,X,MS Core,GEN ED,MATH,MS Math Core,-,7294,272,26.8
10,X,MS Core,GEN ED,MATH,Integrated Algebra,-,489,17,28.8
10,X,MS Core,GEN ED,MATH,Geometry,-,12,1,12
10,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,6989,263,26.6
10,X,MS Core,GEN ED,SCIENCE,Earth Science,-,495,18,27.5
10,X,MS Core,GEN ED,SCIENCE,Living Environment,-,455,16,28.4
10,X,MS Core,GEN ED,SCIENCE,Chemistry,-,12,1,12
10,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,7503,278,27
10,X,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,68,3,22.7
10,X,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,160,6,26.7
10,X,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,109,5,21.8
10,X,MS Core,CTT,ENGLISH,MS English Core,-,1457,63,23.1
10,X,MS Core,CTT,MATH,MS Math Core,-,1168,47,24.9
10,X,MS Core,CTT,MATH,Other Math,-,27,1,27
10,X,MS Core,CTT,SCIENCE,MS Science Core,-,1078,42,25.7
10,X,MS Core,CTT,SCIENCE,Living Environment,-,86,3,28.7
10,X,MS Core,CTT,SCIENCE,Other Science,-,27,1,27
10,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1013,40,25.3
10,X,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,28,1,28
10,X,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,28,1,28
10,X,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,75,3,25
10,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,609,55,11.1
10,X,MS Core,SPEC ED,MATH,MS Math Core,-,584,53,11
10,X,MS Core,SPEC ED,MATH,Integrated Algebra,-,19,2,9.5
10,X,MS Core,SPEC ED,MATH,Other Math,-,12,1,12
10,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,546,50,10.9
10,X,MS Core,SPEC ED,SCIENCE,Earth Science,-,13,1,13
10,X,MS Core,SPEC ED,SCIENCE,Other Science,-,12,1,12
10,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,514,48,10.7
10,X,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,24,2,12
10,X,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,14,1,14
10,X,09-12,GEN ED,ENGLISH,English 9,-,4566,181,25.2
10,X,09-12,GEN ED,ENGLISH,English 10,-,4070,150,27.1
10,X,09-12,GEN ED,ENGLISH,English 11,-,3898,152,25.6
10,X,09-12,GEN ED,ENGLISH,English 12,-,3321,132,25.2
10,X,09-12,GEN ED,ENGLISH,MS English Core,-,982,42,23.4
10,X,09-12,GEN ED,ENGLISH,Other English,-,3546,143,24.8
10,X,09-12,GEN ED,MATH,Integrated Algebra,-,5887,237,24.8
10,X,09-12,GEN ED,MATH,Geometry,-,3725,139,26.8
10,X,09-12,GEN ED,MATH,Trigonometry,-,2875,105,27.4
10,X,09-12,GEN ED,MATH,Math A,-,385,14,27.5
10,X,09-12,GEN ED,MATH,Math B,-,200,10,20
10,X,09-12,GEN ED,MATH,Other Math,-,2027,72,28.2
10,X,09-12,GEN ED,SCIENCE,Earth Science,-,4300,161,26.7
10,X,09-12,GEN ED,SCIENCE,Living Environment,-,6013,232,25.9
10,X,09-12,GEN ED,SCIENCE,Chemistry,-,3592,150,23.9
10,X,09-12,GEN ED,SCIENCE,Physics,-,1594,60,26.6
10,X,09-12,GEN ED,SCIENCE,Other Science,-,4789,174,27.5
10,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,9335,356,26.2
10,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,4819,184,26.2
10,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,418,22,19
10,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,2595,99,26.2
11,X,MS Core,GEN ED,SCIENCE,Other Science,-,113,4,28.3
10,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1235,60,20.6
10,X,09-12,CTT,ENGLISH,English 9,-,375,15,25
10,X,09-12,CTT,ENGLISH,English 10,-,466,19,24.5
10,X,09-12,CTT,ENGLISH,English 11,-,242,9,26.9
10,X,09-12,CTT,ENGLISH,English 12,-,192,8,24
10,X,09-12,CTT,ENGLISH,MS English Core,-,99,4,24.8
10,X,09-12,CTT,ENGLISH,Other English,-,612,23,26.6
10,X,09-12,CTT,MATH,Integrated Algebra,-,941,38,24.8
10,X,09-12,CTT,MATH,Geometry,-,139,5,27.8
10,X,09-12,CTT,MATH,Trigonometry,-,158,6,26.3
10,X,09-12,CTT,MATH,Math A,-,97,3,32.3
10,X,09-12,CTT,MATH,Math B,-,30,1,30
10,X,09-12,CTT,MATH,Other Math,-,55,2,27.5
10,X,09-12,CTT,SCIENCE,Earth Science,-,548,21,26.1
10,X,09-12,CTT,SCIENCE,Living Environment,-,944,39,24.2
10,X,09-12,CTT,SCIENCE,Chemistry,-,69,3,23
10,X,09-12,CTT,SCIENCE,Physics,-,122,4,30.5
10,X,09-12,CTT,SCIENCE,Other Science,-,574,22,26.1
10,X,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,1291,48,26.9
10,X,09-12,CTT,SOCIAL STUDIES,US History & Government,-,418,16,26.1
10,X,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,180,7,25.7
10,X,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,214,7,30.6
10,X,09-12,SPEC ED,ENGLISH,English 9,-,355,27,13.1
10,X,09-12,SPEC ED,ENGLISH,English 10,-,184,14,13.1
10,X,09-12,SPEC ED,ENGLISH,English 11,-,192,15,12.8
10,X,09-12,SPEC ED,ENGLISH,English 12,-,93,7,13.3
10,X,09-12,SPEC ED,ENGLISH,MS English Core,-,80,9,8.9
10,X,09-12,SPEC ED,ENGLISH,Other English,-,39,3,13
10,X,09-12,SPEC ED,MATH,Integrated Algebra,-,337,26,13
10,X,09-12,SPEC ED,MATH,Geometry,-,49,4,12.3
10,X,09-12,SPEC ED,MATH,Trigonometry,-,65,5,13
10,X,09-12,SPEC ED,SCIENCE,Earth Science,-,246,19,12.9
10,X,09-12,SPEC ED,SCIENCE,Living Environment,-,207,16,12.9
10,X,09-12,SPEC ED,SCIENCE,Other Science,-,309,23,13.4
10,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,545,41,13.3
10,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,147,11,13.4
10,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,63,5,12.6
11,X,0K,GEN ED,-,-,-,2479,103,24.1
11,X,0K,CTT,-,-,-,394,18,21.9
11,X,0K,G&T,-,-,-,43,2,21.5
11,X,01,GEN ED,-,-,-,2637,112,23.5
11,X,01,CTT,-,-,-,378,16,23.6
11,X,01,G&T,-,-,-,54,2,27
11,X,02,GEN ED,-,-,-,2499,104,24
11,X,02,CTT,-,-,-,470,21,22.4
11,X,02,G&T,-,-,-,45,2,22.5
11,X,03,GEN ED,-,-,-,2557,106,24.1
11,X,03,CTT,-,-,-,432,18,24
11,X,03,G&T,-,-,-,51,2,25.5
11,X,04,GEN ED,-,-,-,2531,101,25.1
11,X,04,CTT,-,-,-,430,18,23.9
11,X,04,G&T,-,-,-,50,2,25
11,X,05,GEN ED,-,-,-,2558,99,25.8
11,X,05,CTT,-,-,-,389,14,27.8
11,X,05,G&T,-,-,-,18,1,18
11,X,06,GEN ED,-,-,-,2226,80,27.8
11,X,06,CTT,-,-,-,546,20,27.3
11,X,07,GEN ED,-,-,-,2290,81,28.3
11,X,07,CTT,-,-,-,472,18,26.2
11,X,08,GEN ED,-,-,-,2429,85,28.6
11,X,08,CTT,-,-,-,421,15,28.1
11,X,0K-09,SPEC ED,-,-,12:1,883,79,11.2
11,X,0K-09,SPEC ED,-,-,12:1:1,927,95,9.8
11,X,MS Core,GEN ED,ENGLISH,MS English Core,-,8143,298,27.3
11,X,MS Core,GEN ED,MATH,MS Math Core,-,7035,247,28.5
11,X,MS Core,GEN ED,MATH,Integrated Algebra,-,314,11,28.5
11,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,6278,223,28.2
11,X,MS Core,GEN ED,SCIENCE,Earth Science,-,150,5,30
11,X,MS Core,GEN ED,SCIENCE,Living Environment,-,475,16,29.7
11,X,MS Core,GEN ED,SCIENCE,Physics,-,60,2,30
11,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,6992,248,28.2
11,X,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,115,4,28.8
11,X,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,88,3,29.3
11,X,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,282,11,25.6
11,X,MS Core,CTT,ENGLISH,MS English Core,-,1374,47,29.2
11,X,MS Core,CTT,MATH,MS Math Core,-,1193,40,29.8
11,X,MS Core,CTT,SCIENCE,MS Science Core,-,1117,38,29.4
11,X,MS Core,CTT,SCIENCE,Living Environment,-,29,1,29
11,X,MS Core,CTT,SCIENCE,Other Science,-,28,1,28
11,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1188,41,29
11,X,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,31,1,31
11,X,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,46,2,23
11,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,459,37,12.4
11,X,MS Core,SPEC ED,MATH,MS Math Core,-,499,41,12.2
11,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,452,38,11.9
11,X,MS Core,SPEC ED,SCIENCE,Living Environment,-,11,1,11
11,X,MS Core,SPEC ED,SCIENCE,Other Science,-,12,1,12
11,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,489,40,12.2
11,X,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,23,2,11.5
11,X,09-12,GEN ED,ENGLISH,English 9,-,1618,68,23.8
11,X,09-12,GEN ED,ENGLISH,English 10,-,1766,69,25.6
11,X,09-12,GEN ED,ENGLISH,English 11,-,1656,65,25.5
11,X,09-12,GEN ED,ENGLISH,English 12,-,1443,56,25.8
11,X,09-12,GEN ED,ENGLISH,MS English Core,-,149,9,16.6
11,X,09-12,GEN ED,ENGLISH,Other English,-,3663,138,26.5
11,X,09-12,GEN ED,MATH,Integrated Algebra,-,3195,130,24.6
11,X,09-12,GEN ED,MATH,Geometry,-,2027,71,28.5
11,X,09-12,GEN ED,MATH,Trigonometry,-,838,34,24.6
11,X,09-12,GEN ED,MATH,Math A,-,14,1,14
11,X,09-12,GEN ED,MATH,Math B,-,61,3,20.3
11,X,09-12,GEN ED,MATH,Other Math,-,799,31,25.8
11,X,09-12,GEN ED,SCIENCE,Earth Science,-,1790,63,28.4
11,X,09-12,GEN ED,SCIENCE,Living Environment,-,3121,125,25
11,X,09-12,GEN ED,SCIENCE,Chemistry,-,1268,47,27
11,X,09-12,GEN ED,SCIENCE,Physics,-,489,19,25.7
11,X,09-12,GEN ED,SCIENCE,Other Science,-,1947,82,23.7
11,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4525,168,26.9
11,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3455,123,28.1
11,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,270,11,24.5
11,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1270,48,26.5
11,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,841,37,22.7
11,X,09-12,CTT,ENGLISH,English 9,-,429,16,26.8
11,X,09-12,CTT,ENGLISH,English 10,-,399,14,28.5
11,X,09-12,CTT,ENGLISH,English 11,-,298,10,29.8
11,X,09-12,CTT,ENGLISH,English 12,-,166,7,23.7
11,X,09-12,CTT,ENGLISH,MS English Core,-,153,4,38.3
11,X,09-12,CTT,ENGLISH,Other English,-,796,30,26.5
11,X,09-12,CTT,MATH,Integrated Algebra,-,1007,37,27.2
11,X,09-12,CTT,MATH,Geometry,-,210,8,26.3
11,X,09-12,CTT,MATH,Trigonometry,-,84,4,21
11,X,09-12,CTT,MATH,Math A,-,66,3,22
11,X,09-12,CTT,SCIENCE,Earth Science,-,471,15,31.4
11,X,09-12,CTT,SCIENCE,Living Environment,-,851,29,29.3
11,X,09-12,CTT,SCIENCE,Chemistry,-,34,1,34
11,X,09-12,CTT,SCIENCE,Physics,-,90,3,30
11,X,09-12,CTT,SCIENCE,Other Science,-,554,22,25.2
11,X,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,1068,37,28.9
11,X,09-12,CTT,SOCIAL STUDIES,US History & Government,-,417,14,29.8
11,X,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,256,9,28.4
11,X,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,385,13,29.6
11,X,09-12,SPEC ED,ENGLISH,English 9,-,134,11,12.2
11,X,09-12,SPEC ED,ENGLISH,English 10,-,113,9,12.6
11,X,09-12,SPEC ED,ENGLISH,English 11,-,88,8,11
11,X,09-12,SPEC ED,ENGLISH,English 12,-,41,3,13.7
11,X,09-12,SPEC ED,ENGLISH,MS English Core,-,166,14,11.9
11,X,09-12,SPEC ED,ENGLISH,Other English,-,276,20,13.8
11,X,09-12,SPEC ED,MATH,Integrated Algebra,-,421,33,12.8
11,X,09-12,SPEC ED,MATH,Geometry,-,19,2,9.5
11,X,09-12,SPEC ED,MATH,Other Math,-,29,3,9.7
11,X,09-12,SPEC ED,SCIENCE,Earth Science,-,136,10,13.6
11,X,09-12,SPEC ED,SCIENCE,Living Environment,-,313,23,13.6
11,X,09-12,SPEC ED,SCIENCE,Other Science,-,92,8,11.5
11,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,479,37,12.9
11,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,273,18,15.2
11,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,32,3,10.7
11,X,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,13,1,13
12,X,0K,GEN ED,-,-,-,1577,70,22.5
12,X,0K,CTT,-,-,-,215,11,19.5
12,X,01,GEN ED,-,-,-,1630,73,22.3
12,X,01,CTT,-,-,-,203,10,20.3
12,X,01,G&T,-,-,-,14,1,14
12,X,02,GEN ED,-,-,-,1498,70,21.4
12,X,02,CTT,-,-,-,224,11,20.4
12,X,02,G&T,-,-,-,21,1,21
12,X,03,GEN ED,-,-,-,1500,67,22.4
12,X,03,CTT,-,-,-,160,7,22.9
12,X,03,G&T,-,-,-,22,1,22
12,X,04,GEN ED,-,-,-,1402,62,22.6
12,X,04,CTT,-,-,-,208,9,23.1
12,X,04,G&T,-,-,-,27,1,27
12,X,05,GEN ED,-,-,-,1385,62,22.3
12,X,05,CTT,-,-,-,173,7,24.7
12,X,05,G&T,-,-,-,25,1,25
12,X,06,GEN ED,-,-,-,1220,52,23.5
12,X,06,CTT,-,-,-,283,13,21.8
12,X,06,G&T,-,-,-,31,1,31
12,X,07,GEN ED,-,-,-,1319,48,27.5
12,X,07,CTT,-,-,-,343,14,24.5
12,X,08,GEN ED,-,-,-,1281,51,25.1
12,X,08,CTT,-,-,-,307,12,25.6
12,X,09,GEN ED,-,-,-,176,7,25.1
12,X,0K-09,SPEC ED,-,-,12:1,787,74,10.6
12,X,0K-09,SPEC ED,-,-,12:1:1,664,70,9.5
12,X,MS Core,GEN ED,ENGLISH,MS English Core,-,4435,189,23.5
12,X,MS Core,GEN ED,MATH,MS Math Core,-,3722,148,25.1
12,X,MS Core,GEN ED,MATH,Integrated Algebra,-,302,13,23.2
12,X,MS Core,GEN ED,MATH,Math A,-,144,5,28.8
12,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,3518,139,25.3
12,X,MS Core,GEN ED,SCIENCE,Earth Science,-,81,3,27
12,X,MS Core,GEN ED,SCIENCE,Living Environment,-,286,11,26
12,X,MS Core,GEN ED,SCIENCE,Other Science,-,146,6,24.3
12,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3514,138,25.5
12,X,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,213,8,26.6
12,X,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,72,3,24
12,X,MS Core,CTT,ENGLISH,MS English Core,-,963,40,24.1
12,X,MS Core,CTT,MATH,MS Math Core,-,855,34,25.1
12,X,MS Core,CTT,MATH,Integrated Algebra,-,26,1,26
12,X,MS Core,CTT,MATH,Math A,-,53,2,26.5
12,X,MS Core,CTT,SCIENCE,MS Science Core,-,922,36,25.6
12,X,MS Core,CTT,SCIENCE,Living Environment,-,50,2,25
12,X,MS Core,CTT,SCIENCE,Other Science,-,22,1,22
12,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,794,32,24.8
12,X,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,84,3,28
12,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,325,31,10.5
12,X,MS Core,SPEC ED,MATH,MS Math Core,-,345,33,10.5
12,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,301,29,10.4
12,X,MS Core,SPEC ED,SCIENCE,Living Environment,-,33,3,11
12,X,MS Core,SPEC ED,SCIENCE,Other Science,-,10,1,10
